ID Normal Exponential Uniform Category Signal
1 30.995300091995826 0.7299428307671771 23.91528547967394 4 -2.7669570727860373
2 60.38990147343632 0.142149326731501 54.64115385694724 4 -2.3214442867863636
3 30.94807558400775 0.007328435675842861 95.2186562248857 3 -0.8945156495015727
4 51.03479558514182 0.8562044643324914 21.861983057850853 1 -1.0636496980501018
5 45.39954993900733 1.0678271519134286 38.35843697515243 1 2.700161610207747
6 54.464458045906945 0.07905895048354843 21.78966123973999 4 4.114090684535482
7 87.17418925090911 0.2087528847015282 2.0402141511183913 2 1.4612574063624382
8 35.26627542944865 0.3748899501136667 48.10408853771722 1 2.223096303212649
9 78.70337679532335 0.5802960236229572 80.05440107590346 2 3.780211124187087
10 65.54460803234646 0.47026358883058167 27.35049661444082 2 8.132531744507148
11 57.3120512122432 0.9263647223126296 63.520591455230445 1 9.706996876299412
12 48.984958110837105 0.12572903593021512 99.78232042994884 3 4.284748323275721
13 43.83956735045984 0.36850968056962746 70.54604859882318 1 6.82892666625205
14 71.1485598907378 0.4911885344502935 86.29755534230686 1 4.616438143983945
15 66.85699732870683 2.639445398689703 85.37844891019286 2 9.94626107348029
16 50.643466203031096 0.06940147690462779 42.09235091179354 3 7.467205572736608
17 69.19088718536032 0.4858822450806242 90.68254878739032 1 9.987077714788951
18 54.324318680859776 0.7662325911057408 77.6103207812352 2 8.362502553844664
19 65.06383632401301 0.26011130752408884 14.603736349295815 1 9.103965226031505
20 50.28506545968477 0.14752603660395328 80.12608455498642 4 10.138371485787879
21 54.30383501457674 0.6330261946478017 21.960214739466732 1 9.589094935043915
22 51.4833970885876 0.07032807056670468 52.77405402892189 3 10.198307690417561
23 41.39491323134454 0.6031991582686423 40.558243462154586 4 9.482676903224192
24 42.85065509236925 1.5451574330753697 38.12024775361213 1 6.5580581111239376
25 64.0339942012528 0.08001148465786175 88.22157376268666 1 9.982598825455938
26 53.05864827255416 0.7743775162409365 36.74522637098671 3 9.879154498935936
27 36.68413856381237 0.8760695073851598 71.65107660973061 2 9.836833866039488
28 48.60819712077256 0.4607296435983087 61.29155624691334 2 9.30719832902105
29 45.685513249685414 0.020987169701060404 33.53865295824596 1 8.305760123967449
30 66.6314959446452 0.8443368868771908 15.445964798015554 4 14.621564922547146
31 30.82748100962838 0.4082254767502794 13.724857213792674 3 12.43476998485745
32 28.367550546570474 0.34616920402290935 35.77743241194633 1 9.939832377715009
33 49.173691603113916 0.18928671090541277 41.07903308665458 1 12.100650132988129
34 39.895999477266486 0.49784274911044035 29.05167541411092 1 6.330503567267464
35 57.22097359183882 0.8434701366647099 65.19900257141555 3 9.147631110803495
36 24.89887047732422 0.2199432717885259 49.82417810705334 1 10.37118672043404
37 62.267824717624286 0.41447328570663683 17.578436628133264 1 10.263076719746493
38 84.8696963733273 0.1086161725026129 65.86198770663829 1 9.790654167638472
39 53.13932142719008 0.07017931348837626 12.515181431445221 2 5.691632844007504
40 31.513176773473674 0.04919117663663165 83.09842130054722 2 5.786993073396503
41 42.65058084132981 0.5026542921574843 18.227590993703746 3 7.403329947161955
42 49.711645123407955 0.9501954446781035 17.888641225875325 1 8.492784549569203
43 33.132948410280335 0.2322937459425814 71.28234416370148 2 4.378377587758976
44 56.36683800465514 0.3583722191405134 47.923415712073705 4 2.321370149966323
45 37.33623004484554 0.18857371106385373 24.419441809716457 2 4.870405683742359
46 44.70484651390992 1.501359128497268 17.71371082538904 1 1.226810623132697
47 41.21294975273973 1.3853171161539453 99.2926029666755 1 1.1210378649515518
48 52.164439068191214 1.5502847066401841 87.93549126512413 1 0.958369104755029
49 44.4334360323258 1.3253400892956972 71.3546115240119 3 -0.983654938665248
50 42.39867843256786 0.1871907702342148 74.80520034026732 1 2.4887887859621003
51 60.5529030704561 0.3582695066404874 27.410852750129912 2 -2.610092988951328
52 62.733384175467165 0.8755886914597824 56.27347593881563 1 -2.8167050866173375
53 37.76718286094959 0.4331839579552253 68.22445356843552 1 1.314967212558646
54 49.20746610823994 0.8451754745538631 79.39122982080404 1 -3.032397836351932
55 58.367633653223066 0.6367935285733535 27.741633758528494 1 -1.7473823042047347
56 71.27352861980931 0.2879992253161385 44.51813390425832 2 -2.9875159292942017
57 47.013257138880014 1.4250494971555914 16.097924626460546 1 -5.278682736979214
58 51.85729535674574 0.6774392229536551 61.5357658471052 1 -5.696853088176816
